"customer_id","gender","senior_citizen","partner","dependents"
"0322-CHQRU","Male",False,False,False
"4678-DVQEO","Female",False,False,False
"0691-IFBQW","Female",True,False,False
"3009-JWMPU","Male",False,False,False
"1450-GALXR","Female",False,False,False
"3138-BKYAV","Male",False,False,False
"4289-DTDKW","Male",False,True,False
"1820-TQVEV","Male",False,False,False
"2239-JALAW","Male",False,False,False
"4853-RULSV","Male",False,False,False
"6275-YDUVO","Female",False,False,False
"0115-TFERT","Male",False,True,False
"2311-QYMUQ","Female",False,True,False
"3643-AHCFP","Male",True,True,False
"3104-OWCGK","Male",False,True,False
"9101-BWFSS","Female",False,True,False
"9231-ZJYAM","Female",True,False,False
"6982-SSHFK","Male",False,False,False
"0727-BMPLR","Female",True,False,False
"1038-ZAGBI","Female",False,True,False
"3027-ZTDHO","Male",False,False,False
"2382-BCKQJ","Female",False,False,False
"2207-NHRJK","Male",False,False,False
"0947-MUGVO","Male",True,True,False
"9944-HKVVB","Female",False,False,False
"4124-MMETB","Male",False,False,False
"3671-SHRSP","Male",False,True,False
"3313-QKNKB","Male",False,True,False
"5073-WXOYN","Female",False,False,False
"0207-MDKNV","Female",False,False,False
"9851-KIELU","Male",False,False,False
"3908-BLSYF","Female",False,False,False
"7549-MYGPK","Female",False,True,False
"3804-RVTGV","Male",False,True,False
"9227-LUNBG","Female",False,False,False
"4315-MURBD","Female",False,False,False
"9734-YWGEX","Female",False,False,False
"2719-BDAQO","Male",False,False,False
"0781-LKXBR","Male",True,False,False
"1907-UBQFC","Male",True,False,False
"6513-EECDB","Male",True,True,False
"7074-IEVOJ","Female",True,False,False
"9625-QSTYE","Female",False,False,False
"4750-ZRXIU","Female",True,False,False
"6400-BWQKW","Female",False,False,False
"6680-WKXRZ","Female",False,False,False
"7028-DVOIQ","Male",True,False,False
"4208-UFFGW","Male",True,False,False
"9448-REEVD","Male",False,True,False
"9117-SHLZX","Male",False,False,False
"9889-TMAHG","Male",True,False,False
"4541-RMRLG","Male",False,False,False
"3158-MOERK","Female",False,False,False
"7294-TMAOP","Female",False,False,False
"8919-FYFQZ","Male",True,True,False
"2834-JRTUA","Male",False,False,False
"5875-YPQFJ","Male",False,False,False
"6646-QVXLR","Male",True,True,False
"8603-IJWDN","Male",False,False,False
"9369-XFEHK","Female",True,True,False
"3842-IYKUE","Female",False,False,False
"6641-XRPSU","Female",False,False,False
"1374-DMZUI","Female",True,False,False
"8357-EQXFO","Female",False,False,False
"1989-PRJHP","Male",True,True,False
"9524-EGPJC","Female",False,False,False
"6993-OHLXR","Female",False,False,False
"8818-XYFCQ","Male",False,True,False
"4695-VADHF","Male",False,True,False
"3863-IUBJR","Male",False,True,False
"4822-RVYBB","Male",True,False,False
"8436-BJUMM","Male",False,True,False
"4184-TJFAN","Female",True,True,False
"4145-UQXUQ","Female",True,False,False
"9948-YPTDG","Male",False,True,False
"1236-WFCDV","Male",True,False,False
"4883-QICIH","Male",False,True,False
"8329-IBCTI","Female",False,False,False
"1271-SJBGZ","Male",True,False,False
"5669-SRAIP","Female",False,False,False
"5981-ITEMU","Male",False,True,False
"6941-PMGEP","Female",False,False,False
"1624-WOIWJ","Female",False,False,False
"2074-GKOWZ","Male",False,True,False
"0376-YMCJC","Male",False,False,False
"0634-SZPQA","Female",False,False,False
"5536-RTPWK","Male",False,True,False
"6166-ILMNY","Female",False,False,False
"3097-NNSPB","Female",False,False,False
"0655-RBDUG","Male",False,False,False
"4361-BKAXE","Female",False,False,False
"9878-TNQGW","Male",False,False,False
"4441-NIHPT","Female",True,False,False
"8999-BOHSE","Female",True,False,False
"7029-RPUAV","Male",True,True,False
"4607-CHPCA","Male",False,True,False
"8824-RWFXJ","Male",False,True,False
"9763-PDTKK","Female",False,False,False
"7627-JKIAZ","Female",False,True,False
"4081-DYXAV","Female",False,False,False
"8111-SLLHI","Male",True,True,False
"0927-LCSMG","Male",False,False,False
"8257-RZAHR","Female",False,True,False
"5293-WXJAK","Female",True,True,False
"0841-NULXI","Male",False,False,False
"7851-WZEKY","Female",False,False,False
"8844-TONUD","Male",False,True,False
"4086-YQSNZ","Female",True,True,False
"5868-CZJDR","Male",False,False,False
"0135-NMXAP","Female",False,False,False
"6270-OMFIW","Male",False,True,False
"6818-WOBHJ","Female",True,True,False
"0107-WESLM","Male",False,False,False
"3992-YWPKO","Female",False,False,False
"0125-LZQXK","Male",False,False,False
"8399-YNDCH","Male",True,False,False
"5673-FSSMF","Female",False,False,False
"1579-KLYDT","Male",False,False,False
"3927-NLNRY","Male",False,True,False
"6358-LYNGM","Male",False,False,False
"5494-HECPR","Female",False,False,False
"9824-BEMCV","Male",False,True,False
"1373-ORVIZ","Female",False,True,False
"9866-QEVEE","Male",False,False,False
"9897-KXHCM","Female",False,True,False
"7979-CORPM","Male",False,False,False
"1618-CFHME","Female",False,False,False
"3165-HDOEW","Male",False,True,False
"6581-NQCBA","Female",False,True,False
"1689-MRZQR","Male",False,True,False
"5835-BEQEU","Male",False,False,False
"5565-FILXA","Female",True,False,False
"5552-ZNFSJ","Male",False,False,False
"2223-KAGMX","Female",False,False,False
"7321-PKUYW","Female",False,False,False
"2833-SLKDQ","Male",False,False,False
"7595-EUIVN","Female",False,False,False
"2026-TGDHM","Female",False,False,False
"4030-VPZBD","Female",False,False,False
"4187-CINZD","Female",True,False,False
"2408-TZMJL","Male",False,True,False
"9134-CEQMF","Male",True,True,False
"7993-PYKOF","Male",False,True,False
"5027-XWQHA","Male",False,False,False
"4566-QVRRW","Female",False,True,False
"8519-IMDHU","Male",True,True,False
"0201-OAMXR","Female",False,False,False
"3372-KWFBM","Male",True,False,False
"7831-QGOXH","Female",False,False,False
"6393-WRYZE","Female",False,True,False
"6599-RCLCJ","Male",False,True,False
"9831-BPFRI","Female",False,True,False
"1725-MIMXW","Male",False,False,False
"0031-PVLZI","Female",False,True,False
"7206-GZCDC","Female",True,False,False
"4791-QRGMF","Male",False,True,False
"1768-ZAIFU","Female",True,False,False
"4671-LXRDQ","Male",False,False,False
"1934-SJVJK","Male",False,False,False
"3838-OZURD","Male",False,True,False
"9269-CQOOL","Male",False,False,False
"2845-HSJCY","Female",False,True,False
"1184-PJVDB","Male",False,True,False
"9415-DPEWS","Female",False,False,False
"7943-RQCHR","Female",False,False,False
"3793-MMFUH","Female",True,False,False
"3249-ZPQRG","Male",False,False,False
"2568-BRGYX","Male",False,False,False
"7721-JXEAW","Male",False,True,False
"7249-WBIYX","Male",False,True,False
"6567-HOOPW","Female",True,False,False
"3164-AALRN","Male",False,False,False
"3334-CTHOL","Female",False,False,False
"4704-ERYFC","Female",False,True,False
"8621-MNIHH","Female",True,True,False
"0471-LVHGK","Male",False,True,False
"9518-RWHZL","Female",False,False,False
"5419-CONWX","Female",True,False,False
"6240-EURKS","Female",False,False,False
"6960-HVYXR","Female",False,False,False
"7024-OHCCK","Female",True,False,False
"7861-UVUFT","Female",False,True,False
"5357-TZHPP","Male",True,False,False
"0680-DFNNY","Male",False,True,False
"7767-UXAGJ","Male",False,False,False
"1571-SAVHK","Male",False,False,False
"9546-CQJSU","Female",False,False,False
"0506-LVNGN","Female",True,False,False
"2951-QOQTK","Male",False,False,False
"3473-XIIIT","Female",False,True,False
"7893-IXHRQ","Male",False,False,False
"2952-QAYZF","Male",False,False,False
"4763-PGDPO","Female",False,False,False
"5394-SVGJV","Male",False,False,False
"9283-LZQOH","Male",False,True,False
"6100-QQHEB","Male",False,True,False
"7079-QRCBC","Female",False,False,False
"5469-CTCWN","Male",False,True,False
"9851-QXEEQ","Male",False,False,False
"9809-IMGCQ","Male",True,False,False
"5208-HFSBT","Female",False,False,False
"3254-YRILK","Male",True,False,False
"2667-WYLWJ","Female",False,True,False
"0529-ONKER","Male",True,False,False
"5240-IJOQT","Male",True,False,False
"1092-GANHU","Male",False,False,False
"0661-XEYAN","Female",True,False,False
"7881-EVUAD","Female",False,False,False
"5766-XQXMQ","Female",False,False,False
"3703-VAVCL","Male",False,True,False
"8519-QJGJD","Female",False,False,False
"6326-MTTXK","Male",False,False,False
"0330-IVZHA","Female",False,True,False
"2886-KEFUM","Female",False,True,False
"4237-RLAQD","Male",False,False,False
"9651-GTSAQ","Female",False,True,False
"3186-BAXNB","Female",False,False,False
"0637-YLETY","Female",False,False,False
"1157-BQCUW","Male",False,False,False
"2660-EMUBI","Male",True,False,False
"7675-OZCZG","Female",True,False,False
"2003-CKLOR","Male",False,False,False
"9254-RBFON","Female",False,True,False
"1205-WNWPJ","Female",False,False,False
"9391-EOYLI","Male",True,True,False
"8387-MOJJT","Female",False,True,False
"2761-OCIAX","Male",True,False,False
"3068-OMWZA","Male",True,False,False
"6032-KRXXO","Male",False,False,False
"7459-RRWQZ","Female",False,False,False
"4154-AQUGT","Male",True,True,False
"3092-IGHWF","Male",False,True,False
"8017-LXHFA","Female",True,False,False
"6352-TWCAU","Female",False,False,False
"2929-QNSRW","Female",False,True,False
"1262-OPMFY","Female",False,True,False
"4248-QPAVC","Female",True,True,False
"1899-VXWXM","Male",False,False,False
"4690-LLKUA","Male",True,False,False
"3331-HQDTW","Female",False,False,False
"9490-DFPMD","Female",True,False,False
"5442-XSDCW","Male",False,True,False
"3049-NDXFL","Female",False,False,False
"8580-AECUZ","Male",True,False,False
"7963-GQRMY","Female",False,True,False
"1228-FZFRV","Male",False,True,False
"2058-DCJBE","Male",False,False,False
"5364-XYIRR","Male",False,True,False
"4829-AUOAX","Female",False,False,False
"5047-LHVLY","Male",True,False,False
"9158-VCTQB","Female",False,True,False
"6311-UEUME","Female",False,False,False
"2634-HCZGT","Male",True,True,False
"6839-ITVZJ","Female",False,True,False
"0375-HVGXO","Female",False,False,False
"8593-WHYHV","Male",False,False,False
"6097-EQISJ","Female",False,True,False
"4423-YLHDV","Female",False,True,False
"0107-YHINA","Male",False,False,False
"8640-SDGKB","Male",False,False,False
"4116-TZAQJ","Female",False,False,False
"3877-JRJIP","Male",False,False,False
"8375-DKEBR","Female",True,False,False
"7511-YMXVQ","Male",False,False,False
"7551-JOHTI","Female",False,False,False
"9804-ICWBG","Male",False,False,False
"5318-IXUZF","Female",False,False,False
"3198-VELRD","Female",False,True,False
"9436-ZBZCT","Male",False,False,False
"7279-BUYWN","Female",True,False,False
"7156-MHUGY","Male",True,False,False
"7198-GLXTC","Male",False,False,False
"0516-VRYBW","Female",False,False,False
"8380-PEFPE","Male",False,False,False
"5687-DKDTV","Female",False,False,False
"7530-HDYDS","Female",False,False,False
"3096-IZETN","Female",False,False,False
"5922-ABDVO","Female",False,True,False
"9172-ANCRX","Female",False,False,False
"6910-HADCM","Female",False,False,False
"5948-UJZLF","Male",False,False,False
"4816-LXZYW","Female",False,False,False
"9606-PBKBQ","Male",True,True,False
"3536-IQCTX","Male",True,True,False
"4911-BANWH","Female",False,False,False
"8496-EJAUI","Male",False,False,False
"3132-TVFDZ","Male",True,True,False
"8080-DDEMJ","Male",True,False,False
"6365-MTGZX","Male",False,False,False
"1349-WXNGG","Male",False,False,False
"6990-YNRIO","Male",False,True,False
"0621-TWIEM","Male",False,False,False
"2485-ITVKB","Female",False,True,False
"3669-OYSJI","Male",False,False,False
"1612-EOHDH","Female",False,False,False
"6702-OHFWR","Male",True,False,False
"4510-PYUSH","Female",True,False,False
"7517-SAWMO","Female",False,True,False
"4143-HHPMK","Male",False,False,False
"7054-LGEQW","Female",False,False,False
"0923-PNFUB","Female",False,False,False
"3494-JCHRQ","Male",False,False,False
"6474-FVJLC","Male",False,False,False
"8840-DQLGN","Female",True,True,False
"4547-LYTDD","Female",False,False,False
"6770-XUAGN","Female",False,True,False
"4193-ORFCL","Female",True,False,False
"7776-QWNFX","Male",True,True,False
"6689-TCZHQ","Female",True,False,False
"3143-ILDAL","Male",False,False,False
"4720-VSTSI","Female",False,False,False
"3946-MHCZW","Male",False,False,False
"6651-AZVTJ","Male",False,True,False
"4566-GOLUK","Male",False,True,False
"2484-DGXPZ","Female",False,True,False
"4587-NUKOX","Female",False,False,False
"0420-BWTPW","Male",False,False,False
"8183-ONMXC","Female",False,False,False
"9614-RMGHA","Male",False,True,False
"5054-IEXZT","Male",False,False,False
"5834-ASPWA","Male",False,False,False
"3948-XHGNA","Male",False,False,False
"0565-IYCGT","Male",False,False,False
"5445-UTODQ","Female",False,True,False
"1024-VRZHF","Male",False,True,False
"9497-QCMMS","Male",True,False,False
"0348-SDKOL","Female",False,True,False
"4373-MAVJG","Female",False,True,False
"8901-HJXTF","Female",False,True,False
"5419-KLXBN","Female",False,True,False
"3424-NMNBO","Male",True,True,False
"4514-GFCFI","Female",True,False,False
"9828-AOQLM","Female",False,True,False
"8000-REIQB","Female",True,False,False
"7615-ESMYF","Female",False,True,False
"3858-VOBET","Male",False,False,False
"1447-PJGGA","Female",False,False,False
"8565-CLBZW","Male",False,False,False
"9139-WQQDY","Female",False,True,False
"0224-HJAPT","Male",False,False,False
"8086-OVPWV","Male",False,False,False
"9430-FRQOC","Female",False,False,False
"3074-GQWYX","Male",False,False,False
"6845-RGTYS","Female",False,True,False
"8861-HGGKB","Female",False,False,False
"7065-YUNRY","Female",False,False,False
"7694-VLBWQ","Male",False,True,False
"4795-KTRTH","Female",True,True,False
"6481-OGDOO","Male",False,True,False
"3753-TSEMP","Female",False,True,False
"8305-VHZBZ","Male",False,False,False
"9172-JITSM","Female",False,True,False
"6298-QDFNH","Male",False,False,False
"9961-JBNMK","Male",True,False,False
"6173-ITPWD","Male",False,True,False
"9734-UYXQI","Female",False,False,False
"2189-UXTKY","Female",False,True,False
"4958-GZWIY","Male",False,True,False
"6356-ELRKD","Female",False,False,False
"8624-GIOUT","Female",False,False,False
"6179-GJPSO","Female",True,False,False
"3177-LASXD","Female",False,False,False
"4897-QSUYC","Female",False,False,False
"1084-UQCHV","Male",False,False,False
"8290-YWKHZ","Female",True,True,False
"2955-BJZHG","Male",False,True,False
"3806-DXQOM","Female",False,False,False
"9300-RENDD","Male",False,False,False
"0761-AETCS","Female",False,False,False
"2153-MREFK","Female",False,True,False
"3106-ULWFW","Female",False,True,False
"0925-VYDLG","Female",False,False,False
"4349-GFQHK","Male",False,False,False
"7802-EFKNY","Male",False,True,False
"8035-BUYVG","Male",False,True,False
"9787-XVQIU","Male",False,False,False
"8945-MUQUF","Male",False,False,False
"8051-HJRLT","Female",True,False,False
"3023-GFLBR","Female",False,True,False
"0524-IAVZO","Female",False,True,False
"2737-YNGYW","Female",False,False,False
"5159-YFPKQ","Female",False,False,False
"4021-RQSNY","Male",True,True,False
"9061-TIHDA","Male",True,True,False
"8699-ASUFO","Male",True,True,False
"7927-AUXBZ","Female",False,False,False
"4695-WJZUE","Female",True,False,False
"7619-ODSGN","Male",False,True,True
"3988-RQIXO","Female",True,False,False
"2514-GINMM","Male",False,False,False
"5931-FLJJF","Male",True,True,False
"2659-VXMWZ","Male",False,True,False
"3207-OYBWH","Male",True,True,False
"4285-GYRQC","Female",False,True,False
"7216-EWTRS","Female",True,True,False
"8337-MSSXB","Female",False,False,False
"8182-BJDSI","Female",False,False,False
"2528-HFYZX","Male",True,True,False
"2482-CZGBB","Male",False,False,False
"0866-QLSIR","Female",False,False,False
"7181-BQYBV","Female",False,True,False
"6204-IEUXJ","Female",False,False,False
"4529-CKBCL","Female",False,False,False
"2506-CLAKW","Female",False,False,False
"1583-IHQZE","Male",False,False,False
"0151-ONTOV","Female",False,False,False
"4140-MUHUG","Female",True,False,False
"0320-JDNQG","Male",False,True,False
"7180-PISOG","Male",False,True,False
"3571-RFHAR","Male",False,False,False
"9578-VRMNM","Female",False,False,False
"1587-FKLZB","Male",True,True,False
"6140-QNRQQ","Male",False,False,False
"4307-KTUMW","Male",False,True,False
"5440-FLBQG","Male",True,True,False
"7470-MCQTK","Female",False,True,False
"7488-MXJIV","Female",False,False,False
"2027-FECZV","Male",False,False,False
"2672-DZUOY","Male",False,False,False
"3870-MQAMG","Female",False,True,False
"4800-CZMPC","Female",False,True,False
"7377-DMMRI","Male",False,False,False
"8949-JTMAY","Female",False,False,False
"2774-LVQUS","Female",True,True,False
"3211-ILJTT","Male",False,True,False
"4612-THJBS","Female",True,False,False
"4094-NSEDU","Female",True,False,False
"5103-MHMHY","Female",False,False,True
"1846-XWOQN","Female",True,False,False
"0235-KGSLC","Female",False,False,False
"2884-GBPFB","Female",False,True,False
"3757-NJYBX","Male",True,True,False
"5136-KCKGI","Female",False,True,False
"3722-WPXTK","Male",False,False,False
"2929-ERCFZ","Female",False,True,False
"7548-SEPYI","Female",False,False,False
"8835-VSDSE","Female",False,True,False
"1623-NLDOT","Female",False,True,False
"9898-KZQDZ","Female",True,True,False
"5236-PERKL","Female",False,False,False
"7854-FOKSF","Male",False,False,False
"2519-FAKOD","Male",False,False,False
"8263-JQAIK","Male",True,False,False
"7089-IVVAZ","Female",False,False,False
"2205-YMZZJ","Male",True,False,False
"1254-IZEYF","Female",True,False,False
"9492-TOKRI","Female",False,False,False
"9221-OTIVJ","Female",True,False,False
"3325-FUYCG","Male",False,True,False
"5908-QMGOE","Male",True,False,False
"8481-YYXWG","Female",False,False,False
"2609-IAICY","Female",False,False,False
"1740-CSDJP","Male",False,False,False
"2636-OHFMN","Male",False,True,False
"1323-OOEPC","Female",False,True,False
"0397-GZBBC","Male",True,True,False
"7641-EUYET","Male",True,True,False
"9921-ZVRHG","Female",False,False,False
"4701-MLJPN","Male",False,False,False
"9206-GVPEQ","Male",False,True,False
"1596-BBVTG","Male",False,False,False
"8433-WXGNA","Male",False,False,False
"3707-GNWHM","Male",False,False,False
"8922-LIEGH","Female",True,False,False
"8245-UMPYT","Female",True,False,False
"5186-SAMNZ","Male",True,False,False
"5373-SFODM","Male",True,True,False
"5766-ZJYBB","Male",False,False,False
"8931-GJJIQ","Female",False,False,False
"4277-PVRAN","Female",False,False,False
"0022-TCJCI","Male",True,False,False
"0203-HHYIJ","Male",False,False,False
"0952-KMEEH","Male",False,False,False
"8178-EYZUO","Male",False,False,False
"5130-IEKQT","Male",True,False,False
"3230-WYKIR","Male",False,False,False
"0407-BDJKB","Male",False,True,False
"9600-UDOPK","Male",False,True,False
"4074-SJFFA","Female",False,False,False
"3269-ATYWD","Male",True,False,False
"4910-GMJOT","Female",False,False,False
"0354-WYROK","Female",True,True,False
"7576-OYWBN","Male",True,False,False
"5539-TMZLF","Male",True,False,False
"4323-SADQS","Male",False,True,True
"4446-BZKHU","Male",False,True,False
"5202-IVJNU","Female",False,False,True
"5976-JCJRH","Male",False,True,False
"0137-OCGAB","Female",False,False,False
"3351-NQLDI","Female",False,True,False
"7593-JNWRU","Male",False,True,True
"4588-YBNIB","Female",False,False,False
"3336-JORSO","Female",True,False,False
"5028-GZLDO","Male",False,False,False
"6861-XWTWQ","Male",True,True,False
"6877-TJMBR","Male",False,True,False
"6769-DCQLI","Male",False,False,False
"2433-KMEAS","Male",False,False,False
"2195-ZRVAX","Female",False,True,False
"3550-SAHFP","Female",False,False,False
"2011-TRQYE","Male",False,False,False
"4873-ILOLJ","Male",False,False,False
"2725-KXXWT","Male",False,True,False
"9565-DJPIB","Female",False,False,False
"8348-HFYIV","Male",False,False,False
"7503-QQRVF","Male",True,True,False
"6849-WLEYG","Male",False,False,True
"4659-NZRUF","Female",False,False,False
"8429-XIBUM","Male",False,False,False
"2608-BHKFN","Female",False,False,False
"7341-LXCAF","Male",False,True,False
"9462-MJUAW","Male",False,False,False
"8128-YVJRG","Female",False,False,False
"4283-FUTGF","Male",True,False,False
"1569-TTNYJ","Male",False,True,False
"2397-BRLOM","Male",True,True,False
"4749-VFKVB","Female",False,False,False
"7598-UAASY","Male",False,True,False
"7938-OUHIO","Male",False,False,False
"8510-AWCXC","Female",True,False,False
"0431-APWVY","Female",False,True,False
"3426-NIYYL","Male",False,False,False
"8225-BTJAU","Male",True,False,False
"3387-VATUS","Male",False,False,False
"1143-NMNQJ","Female",False,False,False
"0415-MOSGF","Female",False,False,False
"1724-BQUHA","Male",True,False,False
"4826-XTSOH","Male",True,True,False
"2495-INZWQ","Male",False,False,False
"4139-SUGLD","Male",False,True,True
"6857-VWJDT","Female",False,False,False
"5624-BQSSA","Female",False,False,False
"2408-WITXK","Female",True,False,False
"5577-OTWWW","Female",False,False,False
"2691-NZETQ","Male",False,False,False
"4404-HIBDJ","Female",False,False,False
"7295-JOMMD","Female",False,False,False
"5013-SBUIH","Female",False,False,False
"0709-TVGUR","Female",True,False,False
"6023-YEBUP","Male",False,False,False
