"customer_id","country","state","city","zip_code","latitude","longitude"
"2070-FNEXE","United States","California","Pasadena",91107,"34.159007","-118.087353"
"6317-YPKDH","United States","California","Glendale",91202,"34.167926","-118.267539"
"9367-WXLCH","United States","California","Glendale",91204,"34.136306","-118.260360"
"1918-ZBFQJ","United States","California","Glendale",91206,"34.162515","-118.203869"
"1024-GUALD","United States","California","Glendale",91207,"34.182378","-118.262922"
"2472-OVKUP","United States","California","Canoga Park",91304,"34.224377","-118.632656"
"1285-OKIPP","United States","California","Mission Hills",91345,"34.266389","-118.459744"
"7825-ECJRF","United States","California","Santa Clarita",91350,"34.502432","-118.414590"
"7841-TZDMQ","United States","California","Sun Valley",91352,"34.231053","-118.338307"
"9408-SSNVZ","United States","California","Stevenson Ranch",91381,"34.364153","-118.615583"
"0742-MOABM","United States","California","Panorama City",91402,"34.223768","-118.445461"
"2232-DMLXU","United States","California","Van Nuys",91411,"34.178470","-118.459472"
"8937-RDTHP","United States","California","Burbank",91504,"34.213049","-118.317651"
"1251-KRREG","United States","California","North Hollywood",91601,"34.169200","-118.372498"
"0094-OIFMO","United States","California","North Hollywood",91605,"34.207295","-118.400022"
"9947-OTFQU","United States","California","Covina",91722,"34.097345","-117.906736"
"0322-YINQP","United States","California","Covina",91723,"34.084747","-117.886844"
"4629-NRXKX","United States","California","El Monte",91731,"34.079934","-118.046695"
"9514-JDSKI","United States","California","El Monte",91732,"34.074492","-118.014620"
"4959-JOSRX","United States","California","La Puente",91744,"34.031441","-117.936436"
"7273-TEFQD","United States","California","La Puente",91746,"34.038983","-117.991372"
"3606-TWKGI","United States","California","Rowland Heights",91748,"33.976753","-117.897367"
"6323-AYBRX","United States","California","Ontario",91762,"34.057256","-117.667677"
"4385-GZQXV","United States","California","Ontario",91764,"34.074087","-117.605618"
"6366-ZGQGL","United States","California","Pomona",91766,"34.042286","-117.756106"
"5940-AHUHD","United States","California","Pomona",91768,"34.067932","-117.785168"
"6432-TWQLB","United States","California","Rosemead",91770,"34.065108","-118.082791"
"4484-GLZOU","United States","California","San Dimas",91773,"34.102119","-117.815532"
"9512-UIBFX","United States","California","West Covina",91791,"34.061634","-117.893169"
"5583-SXDAG","United States","California","Alhambra",91803,"34.074736","-118.145959"
"3488-PGMQJ","United States","California","Alpine",91901,"32.827184","-116.703729"
"3580-REOAC","United States","California","Bonita",91902,"32.671170","-117.002320"
"7534-BFESC","United States","California","Boulevard",91905,"32.677097","-116.304991"
"6390-DSAZX","United States","California","Guatay",91931,"32.857946","-116.561917"
"8098-LLAZX","United States","California","Jacumba",91934,"32.649787","-116.223700"
"0265-EDXBD","United States","California","Mount Laguna",91948,"32.830852","-116.444601"
"7563-BIUPC","United States","California","Borrego Springs",92004,"33.200369","-116.192313"
"2321-OMBXY","United States","California","Carlsbad",92009,"33.098018","-117.258203"
"2840-XANRC","United States","California","Del Mar",92014,"32.948262","-117.256086"
"5020-ZSTTY","United States","California","El Cajon",92020,"32.796970","-116.969082"
"5804-LEPIM","United States","California","Escondido",92029,"33.079834","-117.134275"
"0122-OAHPZ","United States","California","Oceanside",92057,"33.254497","-117.285879"
"2868-SNELZ","United States","California","Pala",92059,"33.384345","-117.072619"
"4322-RCYMT","United States","California","Palomar Mountain",92060,"33.309852","-116.823091"
"6680-NENYN","United States","California","Pauma Valley",92061,"33.313828","-116.940501"
"1343-EHPYB","United States","California","Ranchita",92066,"33.215251","-116.536330"
"2034-GDRCN","United States","California","Valley Center",92082,"33.252830","-116.986079"
"0219-YTZUE","United States","California","San Diego",92103,"32.747484","-117.166877"
"0623-IIHUG","United States","California","San Diego",92104,"32.741499","-117.127409"
"4572-DVCGN","United States","California","San Diego",92105,"32.741859","-117.090353"
"9057-MSWCO","United States","California","San Diego",92108,"32.774046","-117.142454"
"1010-DIAUQ","United States","California","San Diego",92116,"32.765299","-117.122565"
"0259-GBZSH","United States","California","San Diego",92122,"32.857230","-117.209774"
"9601-BRXPO","United States","California","San Diego",92129,"32.961064","-117.134917"
"6905-NIQIN","United States","California","San Diego",92154,"32.578103","-117.012975"
"5167-ZFFMM","United States","California","Indio",92201,"33.713891","-116.237257"
"4895-TMWIR","United States","California","Indian Wells",92210,"33.537646","-116.291089"
"0533-BNWKF","United States","California","Palm Desert",92211,"33.762759","-116.324817"
"6599-CEBNN","United States","California","Desert Hot Springs",92240,"33.948558","-116.516976"
"0979-PHULV","United States","California","Holtville",92250,"32.811001","-115.152865"
"4800-VHZKI","United States","California","Niland",92257,"33.345825","-115.596574"
"7989-CHGTL","United States","California","North Palm Springs",92258,"33.906496","-116.569499"
"0334-GDDSO","United States","California","Ocotillo",92259,"32.698964","-115.886656"
"0578-SKVMF","United States","California","Seeley",92273,"32.790282","-115.689559"
"5564-NEMQO","United States","California","Thermal",92274,"33.536040","-116.119222"
"9063-ZGTUY","United States","California","Adelanto",92301,"34.667815","-117.536183"
"2957-LOLHO","United States","California","Apple Valley",92307,"34.550820","-117.122396"
"7752-XUSCI","United States","California","Crestline",92325,"34.248061","-117.290280"
"4110-PFEUZ","United States","California","Daggett",92327,"34.875144","-116.821698"
"0256-LTHVJ","United States","California","Ludlow",92338,"34.702766","-116.093376"
"0880-TKATG","United States","California","Lucerne Valley",92356,"34.508417","-116.856103"
"3811-VBYBZ","United States","California","Lytle Creek",92358,"34.238162","-117.534306"
"4640-UHDOS","United States","California","Phelan",92371,"34.441123","-117.537886"
"3583-EKAPL","United States","California","Redlands",92373,"34.003243","-117.138286"
"9399-APLBT","United States","California","Rialto",92377,"34.156758","-117.404686"
"2359-KMGLI","United States","California","Running Springs",92382,"34.186211","-117.076830"
"0306-JAELE","United States","California","Tecopa",92389,"35.824572","-116.274755"
"6227-HWPWX","United States","California","Victorville",92392,"34.486835","-117.362274"
"0447-BEMNG","United States","California","Wrightwood",92397,"34.358321","-117.618263"
"5949-XIKAE","United States","California","San Bernardino",92401,"34.105935","-117.291400"
"8372-JUXUI","United States","California","San Bernardino",92410,"34.106922","-117.297553"
"0388-EOPEX","United States","California","Riverside",92503,"33.890046","-117.455583"
"8205-OTCHB","United States","California","Riverside",92506,"33.930931","-117.361788"
"6235-VDHOM","United States","California","Riverside",92509,"34.004379","-117.447864"
"7783-YKGDV","United States","California","March Air Reserve Base",92518,"33.888323","-117.277533"
"5609-CEBID","United States","California","Hemet",92544,"33.644585","-116.871544"
"7218-HKQFK","United States","California","Homeland",92548,"33.761894","-117.120868"
"4636-QRJKY","United States","California","Idyllwild",92549,"33.755039","-116.741796"
"5956-VKDTT","United States","California","Moreno Valley",92557,"33.970661","-117.255039"
"9412-GHEEC","United States","California","Murrieta",92563,"33.581045","-117.147190"
"0257-ZESQC","United States","California","Perris",92571,"33.828289","-117.201666"
"6825-UYPFK","United States","California","Sun City",92586,"33.707483","-117.200006"
"8397-MVTAZ","United States","California","Sun City",92587,"33.698870","-117.250710"
"9282-IZGQK","United States","California","Irvine",92612,"33.643095","-117.810896"
"1342-JPNKI","United States","California","Lake Forest",92630,"33.644849","-117.684254"
"2817-NTQDO","United States","California","Huntington Beach",92646,"33.666301","-117.969501"
"6986-IJDHX","United States","California","Huntington Beach",92648,"33.679659","-118.016195"
"5301-GAUUY","United States","California","Newport Beach",92661,"33.601309","-117.902304"
"0939-YAPAF","United States","California","Santa Ana",92701,"33.748478","-117.858918"
"4710-FDUIZ","United States","California","Santa Ana",92707,"33.714829","-117.872941"
"1218-VKFPE","United States","California","Anaheim",92805,"33.830209","-117.906099"
"3627-FHKBK","United States","California","Anaheim",92806,"33.837960","-117.870494"
"2865-TCHJW","United States","California","Anaheim",92807,"33.848733","-117.788357"
"5192-EBGOV","United States","California","Brea",92823,"33.924143","-117.793870"
"0719-SYFRB","United States","California","Norco",92860,"33.925833","-117.559639"
"3419-SNJJD","United States","California","Yorba Linda",92887,"33.884073","-117.732197"
"6543-CPZMK","United States","California","Ventura",93001,"34.360261","-119.306383"
"4765-OXPPD","United States","California","Ventura",93003,"34.279221","-119.221437"
"1009-IRMNA","United States","California","Port Hueneme",93041,"34.110124","-119.100972"
"4554-YGZIH","United States","California","Summerland",93067,"34.420998","-119.601370"
"5099-BAILX","United States","California","Santa Barbara",93101,"34.419203","-119.710008"
"7207-RMRDB","United States","California","Santa Barbara",93110,"34.437945","-119.771910"
"4913-EHYUI","United States","California","Alpaugh",93201,"35.869626","-119.498771"
"0195-IESCP","United States","California","Armona",93202,"36.315979","-119.710852"
"4580-TMHJU","United States","California","Avenal",93204,"35.916943","-120.129921"
"0970-ETWGE","United States","California","Bodfish",93205,"35.523991","-118.400432"
"1626-ERCMM","United States","California","Camp Nelson",93208,"36.057458","-118.591951"
"0887-HJGAR","United States","California","Coalinga",93210,"36.186867","-120.387793"
"5644-PDMZC","United States","California","Delano",93215,"35.772244","-119.209689"
"9576-ANLXO","United States","California","Earlimart",93219,"35.858054","-119.305858"
"2024-BASKD","United States","California","Exeter",93221,"36.301689","-119.018233"
"4160-AMJTL","United States","California","Fellows",93224,"35.215731","-119.570130"
"4464-JCOLN","United States","California","Huron",93234,"36.217864","-120.080117"
"5650-VDUDS","United States","California","Kernville",93238,"35.852892","-118.397782"
"7538-GWHML","United States","California","Lemon Cove",93244,"36.462671","-118.997291"
"3859-CVCET","United States","California","Lindsay",93247,"36.205465","-119.085807"
"3276-HDUEG","United States","California","Maricopa",93252,"34.737031","-119.460557"
"0823-HSCDJ","United States","California","Onyx",93255,"35.676978","-118.101378"
"0822-GAVAP","United States","California","Posey",93260,"35.861928","-118.636698"
"1448-PWKYE","United States","California","Shafter",93263,"35.490705","-119.286833"
"0067-DKWBL","United States","California","Tipton",93272,"36.047414","-119.344304"
"2276-YDAVZ","United States","California","Wofford Heights",93285,"35.690535","-118.552784"
"5896-NPFWW","United States","California","Visalia",93292,"36.375590","-119.211689"
"7133-VBDCG","United States","California","Bakersfield",93311,"35.162070","-119.194488"
"1029-QFBEN","United States","California","San Luis Obispo",93405,"35.236549","-120.727344"
"4952-YSOGZ","United States","California","Lompoc",93436,"34.601055","-120.382917"
"1589-AGTLK","United States","California","Lompoc",93437,"34.757477","-120.550507"
"5244-IRFIH","United States","California","Los Alamos",93440,"34.758699","-120.275839"
"2684-EIWEO","United States","California","Oceano",93445,"35.059695","-120.604741"
"6439-GTPCA","United States","California","Pismo Beach",93449,"35.165668","-120.655842"
"5138-WVKYJ","United States","California","Mojave",93501,"35.097323","-118.171288"
"6683-VLCTZ","United States","California","Johannesburg",93528,"35.363339","-117.637641"
"2189-WWOEW","United States","California","Keene",93531,"35.214982","-118.590490"
"1894-IGFSG","United States","California","Lancaster",93535,"34.712708","-117.889656"
"7379-POKDZ","United States","California","Lancaster",93536,"34.741406","-118.381110"
"0236-HFWSV","United States","California","Palmdale",93552,"34.557711","-118.029441"
"3900-AQPHZ","United States","California","Pearblossom",93553,"34.445239","-117.894868"
"5842-POCOP","United States","California","Randsburg",93554,"35.405722","-117.773354"
"2037-XJFUP","United States","California","Ridgecrest",93555,"35.603913","-117.678280"
"7314-OXENN","United States","California","Trona",93562,"35.748370","-117.384948"
"0322-CHQRU","United States","California","Palmdale",93591,"34.598221","-117.795930"
"4678-DVQEO","United States","California","Bass Lake",93604,"37.458367","-119.345011"
"0691-IFBQW","United States","California","Biola",93606,"36.798882","-120.019511"
"3009-JWMPU","United States","California","Five Points",93624,"36.397745","-120.119911"
"1450-GALXR","United States","California","Friant",93626,"37.027663","-119.690560"
"3138-BKYAV","United States","California","Kerman",93630,"36.727418","-120.123526"
"4289-DTDKW","United States","California","Madera",93637,"36.902954","-120.194274"
"1820-TQVEV","United States","California","Madera",93638,"37.004068","-119.930027"
"2239-JALAW","United States","California","Mendota",93640,"36.687292","-120.437354"
"4853-RULSV","United States","California","Miramonte",93641,"36.696759","-119.024051"
"6275-YDUVO","United States","California","Orosi",93647,"36.600185","-119.175655"
"0115-TFERT","United States","California","Fresno",93650,"36.841655","-119.797113"
"2311-QYMUQ","United States","California","San Joaquin",93660,"36.600193","-120.153393"
"3643-AHCFP","United States","California","Selma",93662,"36.545322","-119.642281"
"3104-OWCGK","United States","California","South Dos Palos",93665,"36.959731","-120.653519"
"9101-BWFSS","United States","California","Tollhouse",93667,"36.993666","-119.348267"
"9231-ZJYAM","United States","California","Squaw Valley",93675,"36.719141","-119.202677"
"6982-SSHFK","United States","California","Fresno",93703,"36.768774","-119.762633"
"0727-BMPLR","United States","California","Fresno",93706,"36.654614","-119.903674"
"1038-ZAGBI","United States","California","Fresno",93711,"36.833002","-119.829470"
"3027-ZTDHO","United States","California","Fresno",93721,"36.732694","-119.783786"
"2382-BCKQJ","United States","California","Big Sur",93920,"36.092975","-121.549826"
"2207-NHRJK","United States","California","Carmel",93923,"36.460611","-121.852507"
"0947-MUGVO","United States","California","Jolon",93928,"35.930782","-121.189757"
"9944-HKVVB","United States","California","King City",93930,"36.220761","-120.980777"
"4124-MMETB","United States","California","Lockwood",93932,"35.989792","-121.055933"
"3671-SHRSP","United States","California","Marina",93933,"36.689582","-121.758398"
"3313-QKNKB","United States","California","Pebble Beach",93953,"36.587497","-121.944815"
"5073-WXOYN","United States","California","Belmont",94002,"37.509366","-122.306132"
"0207-MDKNV","United States","California","Daly City",94014,"37.691561","-122.445202"
"9851-KIELU","United States","California","Loma Mar",94021,"37.266388","-122.263080"
"3908-BLSYF","United States","California","Los Altos",94024,"37.352911","-122.093002"
"7549-MYGPK","United States","California","Mountain View",94040,"37.380662","-122.086022"
"3804-RVTGV","United States","California","Mountain View",94043,"37.419725","-122.062947"
"9227-LUNBG","United States","California","Pescadero",94060,"37.225650","-122.297533"
"4315-MURBD","United States","California","San Bruno",94066,"37.624436","-122.430661"
"9734-YWGEX","United States","California","South San Francisco",94080,"37.654436","-122.426468"
"2719-BDAQO","United States","California","Sunnyvale",94086,"37.378541","-122.020456"
"0781-LKXBR","United States","California","San Francisco",94102,"37.779500","-122.419233"
"1907-UBQFC","United States","California","San Francisco",94108,"37.791998","-122.408653"
"6513-EECDB","United States","California","San Francisco",94114,"37.758085","-122.434801"
"7074-IEVOJ","United States","California","San Francisco",94130,"37.820894","-122.369725"
"9625-QSTYE","United States","California","San Francisco",94131,"37.746699","-122.442833"
"4750-ZRXIU","United States","California","Palo Alto",94304,"37.386978","-122.177746"
"6400-BWQKW","United States","California","San Mateo",94402,"37.556634","-122.317723"
"6680-WKXRZ","United States","California","Antioch",94509,"37.980057","-121.801599"
"7028-DVOIQ","United States","California","Birds Landing",94512,"38.140719","-121.838298"
"4208-UFFGW","United States","California","Byron",94514,"37.833230","-121.601461"
"9448-REEVD","United States","California","Concord",94520,"38.013825","-122.039144"
"9117-SHLZX","United States","California","Fremont",94538,"37.505768","-121.962472"
"9889-TMAHG","United States","California","Fremont",94539,"37.516791","-121.899117"
"4541-RMRLG","United States","California","Hayward",94541,"37.674002","-122.076796"
"3158-MOERK","United States","California","Hayward",94545,"37.629840","-122.120843"
"7294-TMAOP","United States","California","Castro Valley",94546,"37.708327","-122.083473"
"8919-FYFQZ","United States","California","Livermore",94550,"37.571748","-121.659562"
"2834-JRTUA","United States","California","Martinez",94553,"38.014457","-122.115432"
"5875-YPQFJ","United States","California","Fremont",94555,"37.555473","-122.080312"
"6646-QVXLR","United States","California","Napa",94558,"38.489789","-122.270110"
"8603-IJWDN","United States","California","Pinole",94564,"37.996462","-122.293716"
"9369-XFEHK","United States","California","Pleasanton",94566,"37.633361","-121.862395"
"3842-IYKUE","United States","California","San Leandro",94579,"37.687264","-122.157280"
"6641-XRPSU","United States","California","San Lorenzo",94580,"37.676249","-122.132415"
"1374-DMZUI","United States","California","San Ramon",94583,"37.766556","-121.976784"
"8357-EQXFO","United States","California","Union City",94587,"37.594850","-122.051521"
"1989-PRJHP","United States","California","Pleasanton",94588,"37.685052","-121.912061"
"9524-EGPJC","United States","California","Walnut Creek",94595,"37.862128","-122.075197"
"6993-OHLXR","United States","California","Walnut Creek",94596,"37.900662","-122.052782"
"8818-XYFCQ","United States","California","Walnut Creek",94598,"37.916648","-122.008483"
"4695-VADHF","United States","California","Oakland",94606,"37.792489","-122.244314"
"3863-IUBJR","United States","California","Oakland",94607,"37.807070","-122.297401"
"4822-RVYBB","United States","California","Berkeley",94704,"37.871416","-122.246597"
"8436-BJUMM","United States","California","Albany",94706,"37.890274","-122.295192"
"4184-TJFAN","United States","California","Berkeley",94707,"37.897753","-122.279391"
"4145-UQXUQ","United States","California","Berkeley",94710,"37.872902","-122.303708"
"9948-YPTDG","United States","California","San Rafael",94903,"38.018065","-122.546024"
"1236-WFCDV","United States","California","Greenbrae",94904,"37.946617","-122.563571"
"4883-QICIH","United States","California","Bodega Bay",94923,"38.377165","-123.037957"
"8329-IBCTI","United States","California","Cotati",94931,"38.326215","-122.718742"
"1271-SJBGZ","United States","California","Forest Knolls",94933,"38.010092","-122.689442"
"5669-SRAIP","United States","California","Larkspur",94939,"37.937082","-122.532369"
"5981-ITEMU","United States","California","Marshall",94940,"38.129308","-122.834815"
"6941-PMGEP","United States","California","Novato",94945,"38.135897","-122.563683"
"1624-WOIWJ","United States","California","Nicasio",94946,"38.065359","-122.665566"
"2074-GKOWZ","United States","California","Novato",94947,"38.112166","-122.634384"
"0376-YMCJC","United States","California","Novato",94949,"38.067204","-122.524004"
"0634-SZPQA","United States","California","San Anselmo",94960,"37.992720","-122.575026"
"5536-RTPWK","United States","California","Sausalito",94965,"37.848641","-122.515692"
"6166-ILMNY","United States","California","Tomales",94971,"38.240769","-122.901041"
"3097-NNSPB","United States","California","Valley Ford",94972,"38.339996","-122.935056"
"0655-RBDUG","United States","California","Alviso",95002,"37.449537","-121.994813"
"4361-BKAXE","United States","California","Boulder Creek",95006,"37.171727","-122.142961"
"9878-TNQGW","United States","California","Davenport",95017,"37.114335","-122.237162"
"4441-NIHPT","United States","California","Freedom",95019,"36.936228","-121.785559"
"8999-BOHSE","United States","California","Gilroy",95020,"37.038890","-121.528955"
"7029-RPUAV","United States","California","Los Gatos",95030,"37.222842","-121.988727"
"4607-CHPCA","United States","California","San Martin",95046,"37.084697","-121.606417"
"8824-RWFXJ","United States","California","Santa Cruz",95062,"36.974575","-121.991149"
"9763-PDTKK","United States","California","San Jose",95112,"37.343827","-121.883119"
"7627-JKIAZ","United States","California","San Jose",95116,"37.350284","-121.852855"
"4081-DYXAV","United States","California","San Jose",95125,"37.294926","-121.894763"
"8111-SLLHI","United States","California","San Jose",95128,"37.316146","-121.936285"
"0927-LCSMG","United States","California","San Jose",95129,"37.305622","-122.000887"
"8257-RZAHR","United States","California","San Jose",95134,"37.427650","-121.945416"
"5293-WXJAK","United States","California","San Jose",95135,"37.286820","-121.723877"
"0841-NULXI","United States","California","Stockton",95209,"38.044523","-121.348048"
"7851-WZEKY","United States","California","Stockton",95219,"38.029729","-121.387999"
"8844-TONUD","United States","California","Acampo",95220,"38.200231","-121.235034"
"4086-YQSNZ","United States","California","Glencoe",95232,"38.358464","-120.579304"
"5868-CZJDR","United States","California","Linden",95236,"38.047746","-121.030499"
"0135-NMXAP","United States","California","Lodi",95240,"38.123544","-121.159078"
"6270-OMFIW","United States","California","Valley Springs",95252,"38.156971","-120.849231"
"6818-WOBHJ","United States","California","Fulton",95439,"38.493888","-122.777141"
"0107-WESLM","United States","California","West Point",95255,"38.419350","-120.469545"
"3992-YWPKO","United States","California","Atwater",95301,"37.321233","-120.656354"
"0125-LZQXK","United States","California","Big Oak Flat",95305,"37.818589","-120.256995"
"8399-YNDCH","United States","California","Columbia",95310,"38.085839","-120.378550"
"5673-FSSMF","United States","California","Delhi",95315,"37.422961","-120.765493"
"1579-KLYDT","United States","California","Hickman",95323,"37.605926","-120.699550"
"3927-NLNRY","United States","California","Long Barn",95335,"38.109125","-120.078597"
"6358-LYNGM","United States","California","Mariposa",95338,"37.526791","-119.994370"
"5494-HECPR","United States","California","Mi Wuk Village",95346,"38.121601","-120.133915"
"9824-BEMCV","United States","California","Modesto",95350,"37.671806","-121.007575"
"1373-ORVIZ","United States","California","Modesto",95351,"37.621458","-121.012295"
"9866-QEVEE","United States","California","Modesto",95356,"37.716186","-121.025836"
"9897-KXHCM","United States","California","Modesto",95357,"37.670526","-120.877572"
"7979-CORPM","United States","California","Oakdale",95361,"37.785033","-120.776141"
"1618-CFHME","United States","California","Riverbank",95367,"37.734971","-120.954271"
"3165-HDOEW","United States","California","Salida",95368,"37.713152","-121.087390"
"6581-NQCBA","United States","California","Snelling",95369,"37.521708","-120.426843"
"1689-MRZQR","United States","California","Turlock",95382,"37.529656","-120.854357"
"5835-BEQEU","United States","California","Westley",95387,"37.546007","-121.282570"
"5565-FILXA","United States","California","Yosemite National Park",95389,"37.704267","-119.607001"
"5552-ZNFSJ","United States","California","Santa Rosa",95407,"38.394091","-122.739814"
"2223-KAGMX","United States","California","Santa Rosa",95409,"38.468893","-122.580539"
"7321-PKUYW","United States","California","Branscomb",95417,"39.710591","-123.682799"
"2833-SLKDQ","United States","California","Caspar",95420,"39.361283","-123.784599"
"7595-EUIVN","United States","California","Clearlake",95422,"38.965804","-122.631779"
"2026-TGDHM","United States","California","Cloverdale",95425,"38.801936","-122.938935"
"4030-VPZBD","United States","California","Comptche",95427,"39.239818","-123.565432"
"4187-CINZD","United States","California","Eldridge",95431,"38.348884","-122.516990"
"2408-TZMJL","United States","California","Gualala",95445,"38.848082","-123.506080"
"9134-CEQMF","United States","California","Nice",95464,"39.123340","-122.838198"
"7993-PYKOF","United States","California","Rio Nido",95471,"38.522328","-122.979320"
"5027-XWQHA","United States","California","Ukiah",95482,"39.134075","-123.234220"
"4566-QVRRW","United States","California","Witter Springs",95493,"39.222323","-122.985488"
"8519-IMDHU","United States","California","Alderpoint",95511,"40.166028","-123.584144"
"0201-OAMXR","United States","California","Mckinleyville",95519,"40.965011","-124.015255"
"3372-KWFBM","United States","California","Bayside",95524,"40.825486","-124.049485"
"7831-QGOXH","United States","California","Blue Lake",95525,"40.943380","-123.831799"
"6393-WRYZE","United States","California","Bridgeville",95526,"40.372532","-123.525626"
"6599-RCLCJ","United States","California","Crescent City",95531,"41.701223","-124.003393"
"9831-BPFRI","United States","California","Ferndale",95536,"40.478500","-124.301372"
"1725-MIMXW","United States","California","Honeydew",95545,"40.342928","-124.063329"
"0031-PVLZI","United States","California","Korbel",95550,"40.766600","-123.804580"
"7206-GZCDC","United States","California","Loleta",95551,"40.665952","-124.240051"
"4791-QRGMF","United States","California","Miranda",95553,"40.210895","-123.860000"
"1768-ZAIFU","United States","California","Rio Dell",95562,"40.485849","-124.163234"
"4671-LXRDQ","United States","California","Salyer",95563,"40.898660","-123.539754"
"1934-SJVJK","United States","California","Smith River",95567,"41.950683","-124.097094"
"3838-OZURD","United States","California","Somes Bar",95568,"41.444606","-123.471895"
"9269-CQOOL","United States","California","Trinidad",95570,"41.162295","-124.027381"
"2845-HSJCY","United States","California","Whitethorn",95589,"40.053159","-123.995867"
"1184-PJVDB","United States","California","Amador City",95601,"38.431407","-120.842100"
"9415-DPEWS","United States","California","Carmichael",95608,"38.626128","-121.328011"
"7943-RQCHR","United States","California","Davis",95616,"38.508735","-121.678813"
"3793-MMFUH","United States","California","Davis",95618,"38.544002","-121.685559"
"3249-ZPQRG","United States","California","Diamond Springs",95619,"38.683605","-120.811852"
"2568-BRGYX","United States","California","Dixon",95620,"38.392821","-121.799917"
"7721-JXEAW","United States","California","Elk Grove",95624,"38.434138","-121.305870"
"7249-WBIYX","United States","California","Elmira",95625,"38.349195","-121.902943"
"6567-HOOPW","United States","California","Folsom",95630,"38.672638","-121.147403"
"3164-AALRN","United States","California","Greenwood",95635,"38.921333","-120.897718"
"3334-CTHOL","United States","California","Jackson",95642,"38.336216","-120.769010"
"4704-ERYFC","United States","California","Knights Landing",95645,"38.875508","-121.765866"
"8621-MNIHH","United States","California","Madison",95653,"38.674276","-121.961866"
"0471-LVHGK","United States","California","Orangevale",95662,"38.689174","-121.218435"
"9518-RWHZL","United States","California","Penryn",95663,"38.859093","-121.182872"
"5419-CONWX","United States","California","Pleasant Grove",95668,"38.833554","-121.498102"
"6240-EURKS","United States","California","Plymouth",95669,"38.489273","-120.891614"
"6960-HVYXR","United States","California","Rio Linda",95673,"38.688764","-121.457596"
"7024-OHCCK","United States","California","Sheridan",95681,"38.984756","-121.345074"
"7861-UVUFT","United States","California","Sloughhouse",95683,"38.470423","-121.114897"
"5357-TZHPP","United States","California","Wheatland",95692,"39.043387","-121.409837"
"0680-DFNNY","United States","California","Winters",95694,"38.578604","-122.024579"
